Symbol;Entrez;Genetype
PLCXD1;55344;protein-coding
NXPH4;11247;protein-coding
TRAPPC6B;122553;protein-coding
PGBD4;161779;protein-coding
NPLOC4;55666;protein-coding
KCNK4;50801;protein-coding
CAPN12;147968;protein-coding
EXOC7;23265;protein-coding
KPNA2;3838;protein-coding
XKRX;402415;protein-coding
BGN;633;protein-coding
CEP97;79598;protein-coding
FES;2242;protein-coding
GLRX5;51218;protein-coding
VCF2;90736;protein-coding
TBPL2;387332;protein-coding
MXRA7;439921;protein-coding
LIMK2;3985;protein-coding
MFSD5;84975;protein-coding
ADI1;55256;protein-coding
RWDD4;201965;protein-coding
SPNS3;201305;protein-coding
SATB1;6304;protein-coding
NXPH3;11248;protein-coding
CSF1R;1436;protein-coding
EPHB3;2049;protein-coding
VCX;26609;protein-coding
EPGN;255324;protein-coding
SNORC;389084;protein-coding
TRAK1;22906;protein-coding
TSPAN10;83882;protein-coding
PLCB1;23236;protein-coding
SKA2;348235;protein-coding
NDN;4692;protein-coding
TTC3;7267;protein-coding
BRICD5;283870;protein-coding
GALR2;8811;protein-coding
IGIP;492311;protein-coding
TSKU;25987;protein-coding
CMC4;100272147;protein-coding
ANXA2;302;protein-coding
HOXB4;3214;protein-coding
PAQR7;164091;protein-coding
PAPPA;5069;protein-coding
MAFA;389692;protein-coding
NGRN;51335;protein-coding
RPS17;6218;protein-coding
HCAR2;338442;protein-coding
CCDC87;55231;protein-coding
C1orf116;79098;protein-coding
MAGEB17;645864;protein-coding
CRIP2;1397;protein-coding
DDX28;55794;protein-coding
ACBD3;64746;protein-coding
HAPSTR1;29035;protein-coding
PLCXD3;345557;protein-coding
ALG12;79087;protein-coding
LCK;3932;protein-coding
COL18A1;80781;protein-coding
RBM10;8241;protein-coding
ADGRG3;222487;protein-coding
GLUD2;2747;protein-coding
RPL35A;6165;protein-coding
SLC25A18;83733;protein-coding
ZNF721;170960;protein-coding
TCEAL7;56849;protein-coding
C11orf54;28970;protein-coding
CEP63;80254;protein-coding
SRPRA;6734;protein-coding
EWSR1;2130;protein-coding
HMGN4;10473;protein-coding
SPATA13;221178;protein-coding
GJC1;10052;protein-coding
CNOT10;25904;protein-coding
MTA1;9112;protein-coding
ZNF662;389114;protein-coding
CADM1;23705;protein-coding
ZNF320;162967;protein-coding
C12orf60;144608;protein-coding
PYCR1;5831;protein-coding
NAA38;84316;protein-coding
SPNS2;124976;protein-coding
MCEMP1;199675;protein-coding
AP2A2;161;protein-coding
SLC8A1;6546;protein-coding
SLC25A21;89874;protein-coding
ABAT;18;protein-coding
SLC25A10;1468;protein-coding
RGPD6;729540;protein-coding
LYSMD4;145748;protein-coding
AFMID;125061;protein-coding
GAS6;2621;protein-coding
NEB;4703;protein-coding
ARHGEF37;389337;protein-coding
FAM43B;163933;protein-coding
CSMD1;64478;protein-coding
CALHM3;119395;protein-coding
CEP57L1;285753;protein-coding
RIPPLY3;53820;protein-coding
GPR19;2842;protein-coding
GJD3;125111;protein-coding
RABIF;5877;protein-coding
FANCF;2188;protein-coding
SMDT1;91689;protein-coding
CHST6;4166;protein-coding
RUVBL2;10856;protein-coding
GDPGP1;390637;protein-coding
PRR36;80164;protein-coding
PTTG1IP;754;protein-coding
DDX41;51428;protein-coding
PLGLB1;5343;protein-coding
DAZAP2;9802;protein-coding
CCBE1;147372;protein-coding
SELENOF;9403;protein-coding
MAGEA2;4101;protein-coding
ZNF623;9831;protein-coding
EPHA10;284656;protein-coding
CCDC125;202243;protein-coding
BOLA2;552900;protein-coding
BCOR;54880;protein-coding
JRKL;8690;protein-coding
BRD10;158358;protein-coding
OVCH2;341277;protein-coding
FHL3;2275;protein-coding
CCDC159;126075;protein-coding
RIPK4;54101;protein-coding
NPIPA1;9284;protein-coding
SF3A3;10946;protein-coding
GTF2H2C;728340;protein-coding
ASB7;140460;protein-coding
SH2D7;646892;protein-coding
TREX2;11219;protein-coding
MX2;4600;protein-coding
EP400;57634;protein-coding
MEX3B;84206;protein-coding
TENT5C;54855;protein-coding
COA5;493753;protein-coding
UTP11;51118;protein-coding
PSMG1;8624;protein-coding
PRR14L;253143;protein-coding
SERHL2;253190;protein-coding
SETD3;84193;protein-coding
TNFAIP8L3;388121;protein-coding
ZNRF3;84133;protein-coding
TANGO2;128989;protein-coding
SFXN4;119559;protein-coding
MRPL54;116541;protein-coding
ZNF438;220929;protein-coding
HMCES;56941;protein-coding
CCR3;1232;protein-coding
DGCR6;8214;protein-coding
TP53TG3;24150;protein-coding
RP1L1;94137;protein-coding
HOATZ;399949;protein-coding
ZNF530;348327;protein-coding
NDUFB1;4707;protein-coding
KLHL25;64410;protein-coding
TRMT12;55039;protein-coding
PSG9;5678;protein-coding
CMKLR2;2825;protein-coding
BMP8A;353500;protein-coding
ALYREF;10189;protein-coding
RFLNB;359845;protein-coding
NOG;9241;protein-coding
UPP1;7378;protein-coding
TRIM52;84851;protein-coding
LHFPL6;10186;protein-coding
CMTM4;146223;protein-coding
TMEM50A;23585;protein-coding
ASCL2;430;protein-coding
TBK1;29110;protein-coding
CBX6;23466;protein-coding
MACC1;346389;protein-coding
TBL3;10607;protein-coding
ACP7;390928;protein-coding
KREMEN1;83999;protein-coding
TRAIP;10293;protein-coding
CHEK2;11200;protein-coding
FOXL2;668;protein-coding
AIFM3;150209;protein-coding
B3GALT5;10317;protein-coding
ZNF703;80139;protein-coding
SLC35F3;148641;protein-coding
TUBA8;51807;protein-coding
NPIPA5;100288332;protein-coding
EMILIN3;90187;protein-coding
OLFML1;283298;protein-coding
FAM162B;221303;protein-coding
RBM12B;389677;protein-coding
LIN9;286826;protein-coding
BTBD9;114781;protein-coding
NUDT14;256281;protein-coding
GPR39;2863;protein-coding
ZNF730;100129543;protein-coding
KIRREL1;55243;protein-coding
IQGAP3;128239;protein-coding
TOB2;10766;protein-coding
SCN5A;6331;protein-coding
ARSI;340075;protein-coding
NPIPA6;131675794;protein-coding
TTC32;130502;protein-coding
DNAH2;146754;protein-coding
PRKX;5613;protein-coding
KMT5A;387893;protein-coding
SMTN;6525;protein-coding
PP2D1;151649;protein-coding
COA3;28958;protein-coding
NPB;256933;protein-coding
ST6GALNAC3;256435;protein-coding
PTP4A2;8073;protein-coding
ACTG1;71;protein-coding
TMPRSS2;7113;protein-coding
DENND5A;23258;protein-coding
DIABLO;56616;protein-coding
VPS33B;26276;protein-coding
TBX1;6899;protein-coding
ADAP2;55803;protein-coding
UQCR10;29796;protein-coding
FAM120C;54954;protein-coding
TRIML1;339976;protein-coding
EIF3C;8663;protein-coding
NIPSNAP1;8508;protein-coding
LRRC51;120356739;protein-coding
ADRA2C;152;protein-coding
NR2C2AP;126382;protein-coding
CRELD2;79174;protein-coding
SCFD2;152579;protein-coding
UBE2F;140739;protein-coding
PPP1R2;5504;protein-coding
TSPYL2;64061;protein-coding
GOLGA6L4;643707;protein-coding
PGP;283871;protein-coding
SNRNP35;11066;protein-coding
IRAK1;3654;protein-coding
CMSS1;84319;protein-coding
PCDH9;5101;protein-coding
ACOT1;641371;protein-coding
OAF;220323;protein-coding
ALDH1A3;220;protein-coding
H2AC20;8338;protein-coding
KCNK12;56660;protein-coding
POU6F1;5463;protein-coding
TM2D3;80213;protein-coding
TSSC4;10078;protein-coding
TACSTD2;4070;protein-coding
PRKD1;5587;protein-coding
CCSER1;401145;protein-coding
ZDHHC23;254887;protein-coding
SRPK3;26576;protein-coding
EFNA5;1946;protein-coding
H1-5;3009;protein-coding
PKP3;11187;protein-coding
MAP7D2;256714;protein-coding
CSF1;1435;protein-coding
ACTRT3;84517;protein-coding
PLA2G6;8398;protein-coding
MAML2;84441;protein-coding
SS18L1;26039;protein-coding
KCND2;3751;protein-coding
TOP1MT;116447;protein-coding
COPB2;9276;protein-coding
THAP7;80764;protein-coding
KNTC1;9735;protein-coding
CCR10;2826;protein-coding
NCMAP;400746;protein-coding
WDR27;253769;protein-coding
TXNRD2;10587;protein-coding
FOXO4;4303;protein-coding
PTP4A3;11156;protein-coding
PROS1;5627;protein-coding
HDDC3;374659;protein-coding
ZFP1;162239;protein-coding
DUSP8;1850;protein-coding
SOCS3;9021;protein-coding
SLITRK6;84189;protein-coding
PIWIL3;440822;protein-coding
LPAR5;57121;protein-coding
XPOT;11260;protein-coding
STING1;340061;protein-coding
PDE4B;5142;protein-coding
SNN;8303;protein-coding
KCNH7;90134;protein-coding
NELL2;4753;protein-coding
KRBA2;124751;protein-coding
MED12;9968;protein-coding
ZNF93;81931;protein-coding
SEPTIN9;10801;protein-coding
CDCA2;157313;protein-coding
AMER1;139285;protein-coding
ZBTB40;9923;protein-coding
H2BC21;8349;protein-coding
CLDN6;9074;protein-coding
SEPTIN5;5413;protein-coding
EIF4ENIF1;56478;protein-coding
SERINC4;619189;protein-coding
RNLS;55328;protein-coding
APOBR;55911;protein-coding
DDX53;168400;protein-coding
ATL3;25923;protein-coding
NDUFA12;55967;protein-coding
SMIM10;644538;protein-coding
DYNLT2;6991;protein-coding
UBE2G2;7327;protein-coding
OSBP2;23762;protein-coding
ZBTB7C;201501;protein-coding
APOO;79135;protein-coding
TMED9;54732;protein-coding
TMEM186;25880;protein-coding
SDR42E1;93517;protein-coding
RBM33;155435;protein-coding
ARMCX2;9823;protein-coding
BTBD6;90135;protein-coding
H1-10;8971;protein-coding
RBM43;375287;protein-coding
SUMO3;6612;protein-coding
IMMP2L;83943;protein-coding
CLCNKB;1188;protein-coding
JAG2;3714;protein-coding
FMNL1;752;protein-coding
NUTM2A;728118;protein-coding
PTRHD1;391356;protein-coding
WT1;7490;protein-coding
ZFP90;146198;protein-coding
FAM227A;646851;protein-coding
NOC4L;79050;protein-coding
USP18;11274;protein-coding
NDUFA6;4700;protein-coding
CHRM5;1133;protein-coding
TMEM106A;113277;protein-coding
SIVA1;10572;protein-coding
BRI3BP;140707;protein-coding
DGAT1;8694;protein-coding
AP3M1;26985;protein-coding
CA13;377677;protein-coding
UBOX5;22888;protein-coding
MAFF;23764;protein-coding
BRF1;2972;protein-coding
SEMA4B;10509;protein-coding
CIB1;10519;protein-coding
ANKS1B;56899;protein-coding
NELFA;7469;protein-coding
EFCAB10;100130771;protein-coding
INTS5;80789;protein-coding
RPS27L;51065;protein-coding
MANEAL;149175;protein-coding
ADSS1;122622;protein-coding
ANO9;338440;protein-coding
FAF1;11124;protein-coding
FAM43A;131583;protein-coding
NSMCE3;56160;protein-coding
HSF1;3297;protein-coding
C6orf120;387263;protein-coding
PURA;5813;protein-coding
INPP5J;27124;protein-coding
MIXL1;83881;protein-coding
MFSD6L;162387;protein-coding
LRRC37B;114659;protein-coding
DDX51;317781;protein-coding
NOMO2;283820;protein-coding
SIGIRR;59307;protein-coding
NRBP2;340371;protein-coding
IFITM2;10581;protein-coding
TNFAIP2;7127;protein-coding
ZNF445;353274;protein-coding
PGBD2;267002;protein-coding
TCEAL9;51186;protein-coding
RAB11B;9230;protein-coding
PRMT3;10196;protein-coding
GP1BA;2811;protein-coding
PRPF39;55015;protein-coding
MAGEA11;4110;protein-coding
PPIL6;285755;protein-coding
ZNF74;7625;protein-coding
KIAA0825;285600;protein-coding
UBALD2;283991;protein-coding
CDNF;441549;protein-coding
NOTUM;147111;protein-coding
RBM11;54033;protein-coding
ZBTB37;84614;protein-coding
CCDC137;339230;protein-coding
RGPD2;729857;protein-coding
ARL15;54622;protein-coding
C12orf56;115749;protein-coding
CDK10;8558;protein-coding
SOCS1;8651;protein-coding
TCN2;6948;protein-coding
GAS2L1;10634;protein-coding
ATP6V0A2;23545;protein-coding
TEDC1;283643;protein-coding
HGS;9146;protein-coding
TNFAIP8L1;126282;protein-coding
RAD51D;5892;protein-coding
MAPK11;5600;protein-coding
SP140L;93349;protein-coding
MRPL30;51263;protein-coding
TARS3;123283;protein-coding
SMYD3;64754;protein-coding
TMT1A;25840;protein-coding
IFNLR1;163702;protein-coding
SH3BGR;6450;protein-coding
FAM174B;400451;protein-coding
ZSWIM9;374920;protein-coding
TMEM179B;374395;protein-coding
GPRIN3;285513;protein-coding
PARPBP;55010;protein-coding
STAC3;246329;protein-coding
ROR1;4919;protein-coding
MUC1;4582;protein-coding
FAAP100;80233;protein-coding
IRF7;3665;protein-coding
L3MBTL1;26013;protein-coding
BRCC3;79184;protein-coding
FAM131C;348487;protein-coding
LMNTD2;256329;protein-coding
PDE6G;5148;protein-coding
PRKG1;5592;protein-coding
NR2F2;7026;protein-coding
TLCD2;727910;protein-coding
AHNAK2;113146;protein-coding
OLFML2A;169611;protein-coding
SP1;6667;protein-coding
MRPL40;64976;protein-coding
INKA1;389119;protein-coding
PCGF3;10336;protein-coding
LMLN;89782;protein-coding
P4HB;5034;protein-coding
PSMD13;5719;protein-coding
PBX1;5087;protein-coding
NDUFA4L2;56901;protein-coding
KRT79;338785;protein-coding
ZFP36L1;677;protein-coding
UBE2L3;7332;protein-coding
BRWD1;54014;protein-coding
PMEL;6490;protein-coding
SYN3;8224;protein-coding
SNAI3;333929;protein-coding
ZBTB3;79842;protein-coding
PRAME;23532;protein-coding
MYBL1;4603;protein-coding
MOSMO;730094;protein-coding
DRG1;4733;protein-coding
ANKFY1;51479;protein-coding
YTHDF3;253943;protein-coding
ZNF696;79943;protein-coding
SRL;6345;protein-coding
IFIT1;3434;protein-coding
CXorf38;159013;protein-coding
ADAMTSL5;339366;protein-coding
MORF4L1;10933;protein-coding
WDR53;348793;protein-coding
DMWD;1762;protein-coding
SLC52A2;79581;protein-coding
PIGP;51227;protein-coding
IKZF1;10320;protein-coding
PCYT2;5833;protein-coding
NAT8L;339983;protein-coding
BCAP31;10134;protein-coding
ARL17A;51326;protein-coding
GNB1L;54584;protein-coding
DNAH14;127602;protein-coding
NPIPB4;440345;protein-coding
ZNF829;374899;protein-coding
THNSL1;79896;protein-coding
TRIM69;140691;protein-coding
ATP6V0C;527;protein-coding
IFITM1;8519;protein-coding
LAMP1;3916;protein-coding
TAS2R60;338398;protein-coding
POMK;84197;protein-coding
KLHDC8B;200942;protein-coding
SETD4;54093;protein-coding
PTCH1;5727;protein-coding
RTN4RL1;146760;protein-coding
RNPC3;55599;protein-coding
ZNF267;10308;protein-coding
IRS2;8660;protein-coding
BICD2;23299;protein-coding
CCIN;881;protein-coding
TMLHE;55217;protein-coding
RASA3;22821;protein-coding
LRCH3;84859;protein-coding
NDUFA13;51079;protein-coding
ZNF566;84924;protein-coding
ZNF529;57711;protein-coding
ZNF284;342909;protein-coding
KRT73;319101;protein-coding
AIDA;64853;protein-coding
CDIN1;84529;protein-coding
KRT5;3852;protein-coding
NBPF6;653149;protein-coding
GSAP;54103;protein-coding
LRRC70;100130733;protein-coding
ANKRD46;157567;protein-coding
PIP5K1C;23396;protein-coding
CYP4F2;8529;protein-coding
ZBTB6;10773;protein-coding
C2orf76;130355;protein-coding
POLR3C;10623;protein-coding
WWOX;51741;protein-coding
CENATAC;338657;protein-coding
BCL9L;283149;protein-coding
POLR1D;51082;protein-coding
KIF18B;146909;protein-coding
ZNRF1;84937;protein-coding
FFAR4;338557;protein-coding
SAPCD2;89958;protein-coding
EDARADD;128178;protein-coding
CYP4F12;66002;protein-coding
MTARC1;64757;protein-coding
SOWAHB;345079;protein-coding
BLOC1S4;55330;protein-coding
ZNF749;388567;protein-coding
MRTFB;57496;protein-coding
ZNF17;7565;protein-coding
KDM4D;55693;protein-coding
TOR3A;64222;protein-coding
PPP1CC;5501;protein-coding
ZNF555;148254;protein-coding
NAP1L3;4675;protein-coding
PRELID2;153768;protein-coding
BACE1;23621;protein-coding
RGS9BP;388531;protein-coding
THBS2;7058;protein-coding
RXRA;6256;protein-coding
ANKRD37;353322;protein-coding
NUDT17;200035;protein-coding
ZNF75D;7626;protein-coding
KRT10;3858;protein-coding
GOLGA8R;101059918;protein-coding
CCDC30;728621;protein-coding
NKRF;55922;protein-coding
GLDN;342035;protein-coding
KPNA4;3840;protein-coding
KRT3;3850;protein-coding
ZNF501;115560;protein-coding
ZNF197;10168;protein-coding
SPATA12;353324;protein-coding
FAM228A;653140;protein-coding
RPS23;6228;protein-coding
GNG2;54331;protein-coding
BTN3A2;11118;protein-coding
PCLO;27445;protein-coding
INSIG1;3638;protein-coding
ZNF396;252884;protein-coding
TMEM222;84065;protein-coding
CLCNKA;1187;protein-coding
ARHGAP30;257106;protein-coding
SEPTIN10;151011;protein-coding
FAM86B1;85002;protein-coding
CYP4F3;4051;protein-coding
SMYD4;114826;protein-coding
FOXD2;2306;protein-coding
GPATCH8;23131;protein-coding
CEACAM19;56971;protein-coding
NF2;4771;protein-coding
SMIM29;221491;protein-coding
UBE2H;7328;protein-coding
HPDL;84842;protein-coding
KATNA1;11104;protein-coding
ARAP1;116985;protein-coding
KIF24;347240;protein-coding
PDE2A;5138;protein-coding
PRR5;55615;protein-coding
ZFP91;80829;protein-coding
C17orf58;284018;protein-coding
BCDIN3D;144233;protein-coding
CYP27C1;339761;protein-coding
LYRM7;90624;protein-coding
BCR;613;protein-coding
FSCN2;25794;protein-coding
SPIN4;139886;protein-coding
ZNF732;654254;protein-coding
SPIN2B;474343;protein-coding
HYAL3;8372;protein-coding
VSIG10L;147645;protein-coding
ZNF397;84307;protein-coding
ZSCAN30;100101467;protein-coding
TPCN1;53373;protein-coding
KRT16;3868;protein-coding
HEXIM1;10614;protein-coding
KRT14;3861;protein-coding
TRABD2A;129293;protein-coding
PDZD7;79955;protein-coding
POFUT2;23275;protein-coding
MAPT;4137;protein-coding
ERCC6L;54821;protein-coding
TMEM17;200728;protein-coding
C1QL4;338761;protein-coding
RTN4RL2;349667;protein-coding
ZDHHC17;23390;protein-coding
ZNF395;55893;protein-coding
ZACN;353174;protein-coding
PPARA;5465;protein-coding
TMEM232;642987;protein-coding
KANK3;256949;protein-coding
EMID1;129080;protein-coding
ESPN;83715;protein-coding
PTRH1;138428;protein-coding
TMPRSS6;164656;protein-coding
TMEM216;51259;protein-coding
RPS19BP1;91582;protein-coding
TMEM262;100130348;protein-coding
C3orf70;285382;protein-coding
TEAD1;7003;protein-coding
PLCD1;5333;protein-coding
CCK;885;protein-coding
ENTPD5;957;protein-coding
MITF;4286;protein-coding
HEATR4;399671;protein-coding
NAP1L1;4673;protein-coding
CMC1;152100;protein-coding
LYPD6;130574;protein-coding
RNF220;55182;protein-coding
ANGPTL5;253935;protein-coding
SHTN1;57698;protein-coding
LOC730098;730098;protein-coding
ZNF546;339327;protein-coding
TSPYL4;23270;protein-coding
MT1X;4501;protein-coding
GCNT1;2650;protein-coding
SESTD1;91404;protein-coding
FNBP1;23048;protein-coding
DYNC2H1;79659;protein-coding
MAGED4B;81557;protein-coding
BCAM;4059;protein-coding
RSBN1L;222194;protein-coding
EPOR;2057;protein-coding
FAM9C;171484;protein-coding
TAF9B;51616;protein-coding
MAGI2;9863;protein-coding
LHFPL3;375612;protein-coding
CHP1;11261;protein-coding
C11orf96;387763;protein-coding
KCNJ11;3767;protein-coding
COL4A1;1282;protein-coding
PLEKHG7;440107;protein-coding
PTMA;5757;protein-coding
HSPA14;51182;protein-coding
SIRT7;51547;protein-coding
IFT140;9742;protein-coding
POTEG;404785;protein-coding
AGMO;392636;protein-coding
TLR5;7100;protein-coding
USP7;7874;protein-coding
NHLRC1;378884;protein-coding
DPPA3;359787;protein-coding
COX8C;341947;protein-coding
PLEKHN1;84069;protein-coding
ZNF385C;201181;protein-coding
MAGEH1;28986;protein-coding
TET3;200424;protein-coding
ZNF286A;57335;protein-coding
ISG15;9636;protein-coding
EXD3;54932;protein-coding
LOC124903372;124903372;protein-coding
LIAT1;400566;protein-coding
ZKSCAN4;387032;protein-coding
RGPD1;400966;protein-coding
DHRS4L2;317749;protein-coding
SAMD11;148398;protein-coding
PERM1;84808;protein-coding
VMAC;400673;protein-coding
ERC2;26059;protein-coding
B3GLCT;145173;protein-coding
SPRY4;81848;protein-coding
TRPV2;51393;protein-coding
C2orf88;84281;protein-coding
TMEM203;94107;protein-coding
SLC18A3;6572;protein-coding
THSD4;79875;protein-coding
DNAJB13;374407;protein-coding
TCEA1;6917;protein-coding
NHEJ1;79840;protein-coding
FANCA;2175;protein-coding
SECISBP2;79048;protein-coding
SEMA4D;10507;protein-coding
LIN28B;389421;protein-coding
DNAH17;8632;protein-coding
MCRS1;10445;protein-coding
FANCM;57697;protein-coding
ZNF70;7621;protein-coding
CARD9;64170;protein-coding
PEAR1;375033;protein-coding
ZFP69B;65243;protein-coding
SOWAHD;347454;protein-coding
ZFP69;339559;protein-coding
TMEM220;388335;protein-coding
H1-2;3006;protein-coding
PLSCR3;57048;protein-coding
EIF4EBP1;1978;protein-coding
CCDC157;550631;protein-coding
PABIR1;116224;protein-coding
PALM3;342979;protein-coding
FYB2;199920;protein-coding
LDLRAD2;401944;protein-coding
ZFTRAF1;50626;protein-coding
COL14A1;7373;protein-coding
KLHL17;339451;protein-coding
ZSCAN23;222696;protein-coding
